city,lat,lng,country,capital,population,log_airport,lat_airport,source_airport
Oliveira do Bairro,40.5167,-8.5,Portugal,minor,23028.0,-9.1354,38.7756,Humberto Delgado Airport
Vale de Cambra,40.85,-8.4,Portugal,minor,22864.0,-9.1354,38.7756,Humberto Delgado Airport
Arcos de Valdevez,41.85,-8.4167,Portugal,minor,22847.0,-9.1354,38.7756,Humberto Delgado Airport
Póvoa de Lanhoso,41.5667,-8.2667,Portugal,minor,21886.0,-9.1354,38.7756,Humberto Delgado Airport
Azambuja,39.0667,-8.8667,Portugal,minor,21814.0,-9.1354,38.7756,Humberto Delgado Airport
São João da Madeira,40.9,-8.5,Portugal,minor,21713.0,-9.1354,38.7756,Humberto Delgado Airport
Cacém,38.7704,-9.3081,Portugal,,21289.0,-9.1354,38.7756,Humberto Delgado Airport
Rio Maior,39.3333,-8.9333,Portugal,minor,21192.0,-9.1354,38.7756,Humberto Delgado Airport
Praia da Vitória,38.7333,-27.0667,Portugal,,21035.0,-9.1354,38.7756,Humberto Delgado Airport
Elvas,38.88,-7.1628,Portugal,minor,20706.0,-9.1354,38.7756,Humberto Delgado Airport
Baião,41.1667,-8.0333,Portugal,minor,20522.0,-9.1354,38.7756,Humberto Delgado Airport
Cinfães,41.0667,-8.0833,Portugal,minor,20427.0,-9.1354,38.7756,Humberto Delgado Airport
Entroncamento,39.4667,-8.4667,Portugal,minor,20206.0,-9.1354,38.7756,Humberto Delgado Airport
Celorico de Basto,41.3869,-8.0022,Portugal,minor,20098.0,-9.1354,38.7756,Humberto Delgado Airport
Alfena,41.2395,-8.5244,Portugal,,20000.0,-9.1354,38.7756,Humberto Delgado Airport
Soure,40.05,-8.6333,Portugal,minor,19245.0,-9.1354,38.7756,Humberto Delgado Airport
Monção,42.0733,-8.48,Portugal,minor,19230.0,-9.1354,38.7756,Humberto Delgado Airport
Vila Real de Santo António,37.2,-7.4167,Portugal,minor,19156.0,-9.1354,38.7756,Humberto Delgado Airport
Amares,41.6333,-8.35,Portugal,minor,18889.0,-9.1354,38.7756,Humberto Delgado Airport
Sacavém,38.7944,-9.1053,Portugal,,18469.0,-9.1354,38.7756,Humberto Delgado Airport
Lousã,40.1125,-8.2469,Portugal,minor,17604.0,-9.1354,38.7756,Humberto Delgado Airport
Alcochete,38.7553,-8.9608,Portugal,minor,17569.0,-9.1354,38.7756,Humberto Delgado Airport
Montemor-o-Novo,38.65,-8.2167,Portugal,minor,17437.0,-9.1354,38.7756,Humberto Delgado Airport
Peso da Régua,41.1632,-7.789,Portugal,minor,17131.0,-9.1354,38.7756,Humberto Delgado Airport
Condeixa-a-Nova,40.1167,-8.5,Portugal,minor,17080.0,-9.1354,38.7756,Humberto Delgado Airport
São Pedro do Sul,40.75,-8.0667,Portugal,minor,16851.0,-9.1354,38.7756,Humberto Delgado Airport
Ponte de Sôr,39.25,-8.0167,Portugal,minor,16722.0,-9.1354,38.7756,Humberto Delgado Airport
Cabeceiras de Basto,41.5167,-8.0,Portugal,minor,16710.0,-9.1354,38.7756,Humberto Delgado Airport
Quarteira,37.0695,-8.1006,Portugal,,16131.0,-9.1354,38.7756,Humberto Delgado Airport
Sertã,39.8008,-8.1003,Portugal,minor,15880.0,-9.1354,38.7756,Humberto Delgado Airport
Macedo de Cavaleiros,41.5333,-6.95,Portugal,minor,15776.0,-9.1354,38.7756,Humberto Delgado Airport
Serpa,37.9333,-7.5833,Portugal,minor,15623.0,-9.1354,38.7756,Humberto Delgado Airport
Castro Daire,40.9,-7.9333,Portugal,minor,15339.0,-9.1354,38.7756,Humberto Delgado Airport
Penacova,40.2667,-8.2667,Portugal,minor,15251.0,-9.1354,38.7756,Humberto Delgado Airport
Moura,38.1397,-7.4505,Portugal,minor,15167.0,-9.1354,38.7756,Humberto Delgado Airport
Nazaré,39.6,-9.0667,Portugal,minor,15158.0,-9.1354,38.7756,Humberto Delgado Airport
Horta,38.5333,-28.6333,Portugal,,14994.0,-9.1354,38.7756,Humberto Delgado Airport
Falagueira,38.759,-9.2199,Portugal,,14530.0,-9.1354,38.7756,Humberto Delgado Airport
Cadaval,39.25,-9.1,Portugal,minor,14525.0,-9.1354,38.7756,Humberto Delgado Airport
Estremoz,38.8422,-7.5881,Portugal,minor,14318.0,-9.1354,38.7756,Humberto Delgado Airport
Sines,37.9536,-8.8712,Portugal,minor,14238.0,-9.1354,38.7756,Humberto Delgado Airport
Valença,42.0282,-8.6339,Portugal,minor,14127.0,-9.1354,38.7756,Humberto Delgado Airport
Gouveia,40.5,-7.6,Portugal,minor,14046.0,-9.1354,38.7756,Humberto Delgado Airport
Nelas,40.5167,-7.85,Portugal,minor,14037.0,-9.1354,38.7756,Humberto Delgado Airport
Gafanha da Nazaré,40.6333,-8.7167,Portugal,,14021.0,-9.1354,38.7756,Humberto Delgado Airport
Arruda dos Vinhos,38.9833,-9.0667,Portugal,minor,13391.0,-9.1354,38.7756,Humberto Delgado Airport
Ribeira Brava,32.6722,-17.0639,Portugal,,13375.0,-9.1354,38.7756,Humberto Delgado Airport
Vila Pouca de Aguiar,41.4833,-7.6333,Portugal,minor,13187.0,-9.1354,38.7756,Humberto Delgado Airport
Ansião,39.9167,-8.4333,Portugal,minor,13128.0,-9.1354,38.7756,Humberto Delgado Airport
Miranda do Corvo,40.1,-8.3333,Portugal,minor,13098.0,-9.1354,38.7756,Humberto Delgado Airport
Alcácer do Sal,38.3725,-8.5133,Portugal,minor,13046.0,-9.1354,38.7756,Humberto Delgado Airport
Vieira do Minho,41.6333,-8.1333,Portugal,minor,12997.0,-9.1354,38.7756,Humberto Delgado Airport
Mira,40.4285,-8.7363,Portugal,minor,12465.0,-9.1354,38.7756,Humberto Delgado Airport
Sátão,40.7333,-7.7167,Portugal,minor,12444.0,-9.1354,38.7756,Humberto Delgado Airport
Arcozelo,41.0555,-8.6395,Portugal,,12393.0,-9.1354,38.7756,Humberto Delgado Airport
Sever do Vouga,40.7167,-8.3667,Portugal,minor,12356.0,-9.1354,38.7756,Humberto Delgado Airport
Tábua,40.3667,-8.0333,Portugal,minor,12071.0,-9.1354,38.7756,Humberto Delgado Airport
Alijó,41.2764,-7.4749,Portugal,minor,11942.0,-9.1354,38.7756,Humberto Delgado Airport
Vendas Novas,38.6833,-8.45,Portugal,minor,11846.0,-9.1354,38.7756,Humberto Delgado Airport
Costa de Caparica,38.6446,-9.2356,Portugal,,11707.0,-9.1354,38.7756,Humberto Delgado Airport
Óbidos,39.3585,-9.176,Portugal,minor,11689.0,-9.1354,38.7756,Humberto Delgado Airport
Calheta,32.7333,-17.1667,Portugal,,11521.0,-9.1354,38.7756,Humberto Delgado Airport
Resende,41.1,-7.95,Portugal,minor,11364.0,-9.1354,38.7756,Humberto Delgado Airport
Vila Franca do Campo,37.7167,-25.4333,Portugal,,11229.0,-9.1354,38.7756,Humberto Delgado Airport
Reguengos de Monsaraz,38.4167,-7.5333,Portugal,minor,10828.0,-9.1354,38.7756,Humberto Delgado Airport
Valadares,41.0997,-8.6403,Portugal,,10678.0,-9.1354,38.7756,Humberto Delgado Airport
São Brás de Alportel,37.15,-7.8833,Portugal,minor,10662.0,-9.1354,38.7756,Humberto Delgado Airport
Murtosa,40.7369,-8.6386,Portugal,minor,10585.0,-9.1354,38.7756,Humberto Delgado Airport
Moimenta da Beira,40.9819,-7.6158,Portugal,minor,10212.0,-9.1354,38.7756,Humberto Delgado Airport
Sobral de Monte Agraço,39.0167,-9.15,Portugal,minor,10156.0,-9.1354,38.7756,Humberto Delgado Airport
Trancoso,40.7833,-7.35,Portugal,minor,9878.0,-9.1354,38.7756,Humberto Delgado Airport
Carregal do Sal,40.4333,-8.0,Portugal,,9835.0,-9.1354,38.7756,Humberto Delgado Airport
Idanha-a-Nova,39.9167,-7.2333,Portugal,minor,9716.0,-9.1354,38.7756,Humberto Delgado Airport
Pinhel,40.7833,-7.0667,Portugal,minor,9627.0,-9.1354,38.7756,Humberto Delgado Airport
Melgaço,42.1167,-8.2667,Portugal,minor,9213.0,-9.1354,38.7756,Humberto Delgado Airport
Vinhais,41.8167,-7.0,Portugal,minor,9066.0,-9.1354,38.7756,Humberto Delgado Airport
Almargem,38.8475,-9.2714,Portugal,,8983.0,-9.1354,38.7756,Humberto Delgado Airport
Aver-o-Mar,41.4039,-8.769,Portugal,,8961.0,-9.1354,38.7756,Humberto Delgado Airport
Ponta do Sol,32.6811,-17.1042,Portugal,,8862.0,-9.1354,38.7756,Humberto Delgado Airport
Ferreira do Zêzere,39.7,-8.2833,Portugal,minor,8619.0,-9.1354,38.7756,Humberto Delgado Airport
Torre de Moncorvo,41.2,-7.1333,Portugal,minor,8572.0,-9.1354,38.7756,Humberto Delgado Airport
Campo Maior,39.0167,-7.0667,Portugal,minor,8456.0,-9.1354,38.7756,Humberto Delgado Airport
Argoncilhe,41.0167,-8.55,Portugal,,8420.0,-9.1354,38.7756,Humberto Delgado Airport
Vila Viçosa,38.75,-7.4333,Portugal,minor,8319.0,-9.1354,38.7756,Humberto Delgado Airport
Proença-a-Nova,39.75,-7.9167,Portugal,minor,8314.0,-9.1354,38.7756,Humberto Delgado Airport
Tarouca,41.0167,-7.7833,Portugal,minor,8048.0,-9.1354,38.7756,Humberto Delgado Airport
Penalva do Castelo,40.6667,-7.6833,Portugal,minor,7956.0,-9.1354,38.7756,Humberto Delgado Airport
São João da Pesqueira,41.1333,-7.4,Portugal,minor,7874.0,-9.1354,38.7756,Humberto Delgado Airport
Santana,32.8,-16.8667,Portugal,,7719.0,-9.1354,38.7756,Humberto Delgado Airport
Alpiarça,39.2593,-8.585,Portugal,minor,7702.0,-9.1354,38.7756,Humberto Delgado Airport
